Header1,Header2
n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, min_weight_fraction_leaf, max_features, max_leaf_nodes, random_num, max_r2, r2, rpd, max_rpd 
n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 0, 0, 3, 0, 3, 3,11,0.37386312100907126, 0.24390580876651102, 1.1500376253003206, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 1, 0,11,0.37386312100907126, 0.2680720383762246, 1.1688689729448136, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 1, 1,11,0.37386312100907126, 0.2680720383762246, 1.1688689729448136, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 1, 2,11,0.37386312100907126, 0.2680720383762246, 1.1688689729448136, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 1, 3,11,0.37386312100907126, 0.2680720383762246, 1.1688689729448136, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 2, 0,11,0.37386312100907126, 0.2748303308652984, 1.1743030381158281, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 2, 1,11,0.37386312100907126, 0.2748303308652984, 1.1743030381158281, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 2, 2,11,0.37386312100907126, 0.2748303308652984, 1.1743030381158281, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 2, 3,11,0.37386312100907126, 0.2748303308652984, 1.1743030381158281, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 3, 0,11,0.37386312100907126, 0.2301716022271103, 1.1397327721158597, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 3, 1,11,0.37386312100907126, 0.2301716022271103, 1.1397327721158597, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 3, 2,11,0.37386312100907126, 0.2301716022271103, 1.1397327721158597, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 2, 0, 3, 3,11,0.37386312100907126, 0.2301716022271103, 1.1397327721158597, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 1, 0,11,0.37386312100907126, 0.20994442914601308, 1.125048332067055, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 1, 1,11,0.37386312100907126, 0.20994442914601308, 1.125048332067055, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 1, 2,11,0.37386312100907126, 0.20994442914601308, 1.125048332067055, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 1, 3,11,0.37386312100907126, 0.20994442914601308, 1.125048332067055, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 2, 0,11,0.37386312100907126, 0.20564676745987953, 1.122000799541961, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 2, 1,11,0.37386312100907126, 0.20564676745987953, 1.122000799541961, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 2, 2,11,0.37386312100907126, 0.20564676745987953, 1.122000799541961, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 2, 3,11,0.37386312100907126, 0.20564676745987953, 1.122000799541961, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 3, 0,11,0.37386312100907126, 0.24380007606200693, 1.1499572227273405, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 3, 1,11,0.37386312100907126, 0.24380007606200693, 1.1499572227273405, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 3, 2,11,0.37386312100907126, 0.24380007606200693, 1.1499572227273405, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 1, 1, 0, 3, 0, 3, 3,11,0.37386312100907126, 0.24380007606200693, 1.1499572227273405, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 0, 1, 3, 1,11,0.37386312100907126, 0.26158254923029534, 1.16372140912848, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 0, 1, 3, 2,11,0.37386312100907126, 0.19523993333596834, 1.1147225611973273, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 1, 1, 3, 1,11,0.37386312100907126, 0.21973069585263805, 1.1320816187828793, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 1, 1, 3, 2,11,0.37386312100907126, 0.2588142248058647, 1.161546129823223, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 2, 0,11,0.37386312100907126, 0.225072307172952, 1.1359766628018753, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 2, 1,11,0.37386312100907126, 0.225072307172952, 1.1359766628018753, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 2, 2,11,0.37386312100907126, 0.225072307172952, 1.1359766628018753, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 2, 3,11,0.37386312100907126, 0.225072307172952, 1.1359766628018753, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 3, 0,11,0.37386312100907126, 0.227165938556797, 1.137514320079184, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 3, 1,11,0.37386312100907126, 0.227165938556797, 1.137514320079184, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 3, 2,11,0.37386312100907126, 0.227165938556797, 1.137514320079184, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 0, 3, 3,11,0.37386312100907126, 0.227165938556797, 1.137514320079184, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 2, 1, 3, 0,11,0.37386312100907126, 0.2626346964663159, 1.1645513707451842, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 3, 0, 1, 0,11,0.37386312100907126, 0.19640583814472756, 1.1155309227999015, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 3, 0, 1, 1,11,0.37386312100907126, 0.19640583814472756, 1.1155309227999015, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 3, 0, 1, 2,11,0.37386312100907126, 0.19640583814472756, 1.1155309227999015, 1.2637621905348952  
                        ******************************************

n_estimators, criterion, max_depth, min_samples_split, min_samples_leaf, bootstrap, max_features, max_samples, random_num, max_r2, r2, rpd, max_rpd 
 0, 2, 0, 0, 3, 0, 1, 3,11,0.37386312100907126, 0.19640583814472756, 1.1155309227999015, 1.2637621905348952  
